YEAR_MONTH,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,PREP_CLASS,PRESCRIBED_PREP_CLASS,ITEMS,NIC
202101,0205020E0,Clonidine hydrochloride,03,01,9.0,7310.64
202101,0205020E0,Clonidine hydrochloride,03,02,6605.0,32489.01
202101,0205020E0,Clonidine hydrochloride,03,03,273.0,2807.83
202101,0205020E0,Clonidine hydrochloride,05,05,45.0,20813.0
202101,0205020G0,Guanfacine hydrochloride,05,05,5.0,526.2
202101,0205020H0,Methyldopa,01,01,5146.0,200183.89
202101,0205020H0,Methyldopa,03,03,178.0,2020.93
202101,0205020H0,Methyldopa,05,05,7.0,426.78
202101,0205020M0,Moxonidine,01,01,27743.0,357721.03
202101,0205020M0,Moxonidine,03,01,2.0,48.6
202101,0205020M0,Moxonidine,03,03,432.0,6657.75
202101,0205020M0,Moxonidine,05,05,37.0,402.97
202101,0205040D0,Doxazosin mesilate,01,01,520203.0,1078197.22
202101,0205040D0,Doxazosin mesilate,03,01,2.0,5.0
202101,0205040D0,Doxazosin mesilate,03,02,24727.0,267503.27
202101,0205040D0,Doxazosin mesilate,03,03,1976.0,14707.71
202101,0205040D0,Doxazosin mesilate,05,05,578.0,9515.1
202101,0205040I0,Indoramin,01,01,1.0,20.09
202101,0205040M0,Phenoxybenzamine hydrochloride,01,01,89.0,41454.87
202101,0205040S0,Prazosin hydrochloride,01,01,2107.0,9481.62
202101,0205040S0,Prazosin hydrochloride,03,03,61.0,270.42
202101,0205040S0,Prazosin hydrochloride,05,05,18.0,3019.54
202101,0205040V0,Terazosin hydrochloride,01,01,2783.0,20788.33
202101,0205040V0,Terazosin hydrochloride,03,02,8.0,117.0
202101,0205040V0,Terazosin hydrochloride,03,03,160.0,1004.96
202101,0205040V0,Terazosin hydrochloride,05,05,4.0,44.900000000000006
202101,0205051AB,Perindopril tosilate/indapamide,05,01,2.0,19.7
202101,0205051AC,Perindopril with calcium channel blocker,01,01,54.0,331.53
202101,0205051F0,Captopril,01,01,4711.0,129829.87
202101,0205051F0,Captopril,03,01,10.0,969.73
202101,0205051F0,Captopril,03,03,10.0,1166.15
202101,0205051F0,Captopril,05,01,4.0,1337.88
202101,0205051F0,Captopril,05,05,23.0,7070.76
202101,0205051H0,Enalapril maleate with diuretic,01,01,832.0,23013.82
202101,0205051H0,Enalapril maleate with diuretic,03,01,1.0,13.9
202101,0205051H0,Enalapril maleate with diuretic,03,03,140.0,2898.23
202101,0205051I0,Enalapril maleate,01,01,114603.0,1247864.21
202101,0205051I0,Enalapril maleate,03,01,1.0,10.53
202101,0205051I0,Enalapril maleate,03,03,453.0,8990.41
202101,0205051I0,Enalapril maleate,05,05,251.0,10662.72
202101,0205051J0,Fosinopril sodium,01,01,284.0,3080.19
202101,0205051K0,Lisinopril with diuretic,01,01,7306.0,24201.67
202101,0205051K0,Lisinopril with diuretic,03,03,308.0,5761.71
202101,0205051K0,Lisinopril with diuretic,05,05,35.0,92.44
202101,0205051L0,Lisinopril,01,01,672938.0,994601.27
202101,0205051L0,Lisinopril,03,03,898.0,18037.47
202101,0205051L0,Lisinopril,05,01,10.0,2003.4300000000003
202101,0205051L0,Lisinopril,05,05,660.0,12773.99
202101,0205051M0,Perindopril erbumine,01,01,335871.0,1269371.12
202101,0205051M0,Perindopril erbumine,03,01,1.0,6.72
202101,0205051M0,Perindopril erbumine,03,03,5.0,20.42
202101,0205051M0,Perindopril erbumine,05,05,388.0,3321.4700000000003
202101,0205051P0,Quinapril hydrochloride with diuretic,01,01,15.0,224.09
202101,0205051P0,Quinapril hydrochloride with diuretic,03,03,3.0,82.25
202101,0205051Q0,Quinapril hydrochloride,01,01,437.0,6937.75
202101,0205051Q0,Quinapril hydrochloride,03,03,76.0,1057.25
202101,0205051R0,Ramipril,01,01,2450833.0,3722102.97
202101,0205051R0,Ramipril,03,02,2.0,37.14
202101,0205051R0,Ramipril,03,03,388.0,5906.93
202101,0205051R0,Ramipril,05,01,3.0,96.66
202101,0205051R0,Ramipril,05,05,1160.0,11256.2
202101,0205051S0,Ramipril with calcium channel blocker,03,02,430.0,12538.37
202101,0205051S0,Ramipril with calcium channel blocker,03,03,63.0,1392.31
202101,0205051U0,Trandolapril,01,01,5029.0,59831.93
202101,0205051U0,Trandolapril,05,05,6.0,53.14
202101,0205051W0,Imidapril hydrochloride,03,02,468.0,4211.62
202101,0205051W0,Imidapril hydrochloride,03,03,16.0,126.29
202101,0205051Y0,Perindopril arginine,03,02,1949.0,20849.47
202101,0205051Y0,Perindopril arginine,03,03,494.0,4674.72
202101,0205051Z0,Perindopril arginine with diuretic,03,02,2574.0,36575.46
202101,0205051Z0,Perindopril arginine with diuretic,03,03,414.0,5382.66
202101,0205052A0,Irbesartan with diuretic,01,01,4250.0,71569.8
202101,0205052A0,Irbesartan with diuretic,03,01,1.0,15.93
202101,0205052A0,Irbesartan with diuretic,03,03,1165.0,23467.8
202101,0205052A0,Irbesartan with diuretic,05,05,5.0,88.17
202101,0205052AB,Olmesartan medoxomil/amlodipine,03,02,1172.0,27033.56
202101,0205052AB,Olmesartan medoxomil/amlodipine,03,03,305.0,6576.639999999999
202101,0205052AC,Olmesartan medoxomil/amlodipine/hydrochlorothiazide,03,02,2.0,50.85
202101,0205052AC,Olmesartan medoxomil/amlodipine/hydrochlorothiazide,03,03,919.0,17466.34
202101,0205052AD,Azilsartan medoxomil,03,02,65.0,1708.1
202101,0205052AD,Azilsartan medoxomil,03,03,2.0,53.55
202101,0205052AE,Sacubitril/valsartan,03,02,25618.0,2262309.74
202101,0205052AE,Sacubitril/valsartan,03,03,8973.0,807134.4400000001
202101,0205052B0,Olmesartan medoxomil,01,01,32270.0,235454.54
202101,0205052B0,Olmesartan medoxomil,03,03,1338.0,21269.33
202101,0205052B0,Olmesartan medoxomil,05,05,36.0,614.01
202101,0205052C0,Candesartan cilexetil,01,01,585643.0,1695383.36
202101,0205052C0,Candesartan cilexetil,03,01,3.0,35.22
202101,0205052C0,Candesartan cilexetil,03,03,3996.0,66603.99
202101,0205052C0,Candesartan cilexetil,05,05,367.0,3798.96
202101,0205052I0,Irbesartan,01,01,138985.0,930825.77
202101,0205052I0,Irbesartan,03,03,1474.0,28394.15
202101,0205052I0,Irbesartan,05,05,89.0,2882.33
202101,0205052N0,Losartan potassium,01,01,861922.0,1941369.43
202101,0205052N0,Losartan potassium,03,03,2493.0,46676.21
202101,0205052N0,Losartan potassium,05,05,955.0,9103.11
202101,0205052P0,Losartan potassium with diuretic,01,01,13516.0,68682.29
202101,0205052P0,Losartan potassium with diuretic,03,01,1.0,12.8
202101,0205052P0,Losartan potassium with diuretic,03,03,338.0,7461.5
202101,0205052P0,Losartan potassium with diuretic,05,05,23.0,193.56
202101,0205052Q0,Telmisartan,01,01,25083.0,118390.65
202101,0205052Q0,Telmisartan,03,03,561.0,10602.89
202101,0205052Q0,Telmisartan,05,05,27.0,345.87
202101,0205052R0,Telmisartan with diuretic,01,01,2251.0,51011.65
202101,0205052R0,Telmisartan with diuretic,03,03,335.0,7434.68
202101,0205052R0,Telmisartan with diuretic,05,05,3.0,72.03999999999999
202101,0205052V0,Valsartan,01,01,27269.0,477974.78
202101,0205052V0,Valsartan,03,02,3.0,64.8
202101,0205052V0,Valsartan,03,03,1.0,36.82
202101,0205052V0,Valsartan,05,01,40.0,602.0
202101,0205052V0,Valsartan,05,05,47.0,1132.0
202101,0205052W0,Eprosartan,01,01,3378.0,60824.69
202101,0205052W0,Eprosartan,03,03,275.0,3915.95
202101,0205052X0,Valsartan with diuretic,01,01,4014.0,106904.57
202101,0205052X0,Valsartan with diuretic,03,03,280.0,8129.91
202101,0205052X0,Valsartan with diuretic,05,05,8.0,174.95
202101,0205052Y0,Olmesartan medoxomil/hydrochlorothiazide,01,01,1086.0,20606.64
202101,0205052Y0,Olmesartan medoxomil/hydrochlorothiazide,03,03,119.0,2119.26
202101,0205053A0,Aliskiren,03,02,1212.0,47280.95
202101,0205053A0,Aliskiren,03,03,61.0,2233.73
202101,0206010F0,Glyceryl trinitrate,01,01,115944.0,361704.98
202101,0206010F0,Glyceryl trinitrate,03,01,8.0,25.09
202101,0206010F0,Glyceryl trinitrate,03,02,1885.0,27693.83
202101,0206010F0,Glyceryl trinitrate,03,03,5444.0,26858.94
202101,0206010F0,Glyceryl trinitrate,05,01,1.0,3.1
202101,0206010F0,Glyceryl trinitrate,05,05,433.0,1327.6999999999998
202101,0206010I0,Isosorbide dinitrate,01,01,3025.0,58710.26
202101,0206010I0,Isosorbide dinitrate,03,02,1889.0,4897.59
202101,0206010I0,Isosorbide dinitrate,03,03,183.0,627.82
202101,0206010I0,Isosorbide dinitrate,05,05,5.0,47.58
202101,0206010K0,Isosorbide mononitrate,01,01,165097.0,513893.17
202101,0206010K0,Isosorbide mononitrate,03,01,7.0,29.06
202101,0206010K0,Isosorbide mononitrate,03,02,24009.0,177304.22
202101,0206010K0,Isosorbide mononitrate,03,03,175978.0,680860.7
202101,0206010K0,Isosorbide mononitrate,05,05,175.0,3135.73
202101,0206020A0,Amlodipine,01,01,2635911.0,3413069.9
202101,0206020A0,Amlodipine,03,01,2.0,22.16
202101,0206020A0,Amlodipine,03,03,4339.0,72937.38
202101,0206020A0,Amlodipine,05,01,2.0,216.0
202101,0206020A0,Amlodipine,05,05,1846.0,11404.83
202101,0206020B0,Trimetazidine hydrochloride,03,01,6.0,571.14
202101,0206020B0,Trimetazidine hydrochloride,03,03,2.0,303.44
202101,0206020B0,Trimetazidine hydrochloride,05,05,47.0,10005.2
202101,0206020C0,Diltiazem hydrochloride,01,01,10099.0,298142.21
202101,0206020C0,Diltiazem hydrochloride,03,01,7.0,52.19
202101,0206020C0,Diltiazem hydrochloride,03,02,17126.0,161438.31
202101,0206020C0,Diltiazem hydrochloride,03,03,170210.0,1516243.98
202101,0206020C0,Diltiazem hydrochloride,05,05,172.0,5739.99
202101,0206020F0,Felodipine,01,01,193981.0,1173121.57
202101,0206020F0,Felodipine,03,01,13.0,72.93
202101,0206020F0,Felodipine,03,02,82863.0,583594.37
202101,0206020F0,Felodipine,03,03,25946.0,157194.92
202101,0206020F0,Felodipine,05,05,1.0,2.22
202101,0206020K0,Lacidipine,01,01,46472.0,127485.5
202101,0206020K0,Lacidipine,03,03,568.0,2164.81
202101,0206020K0,Lacidipine,05,01,96.0,633.79
202101,0206020K0,Lacidipine,05,05,41.0,292.21
202101,0206020L0,Lercanidipine hydrochloride,01,01,234848.0,686341.0900000001
202101,0206020L0,Lercanidipine hydrochloride,03,03,812.0,7187.08
202101,0206020L0,Lercanidipine hydrochloride,05,05,240.0,4024.7
202101,0206020M0,Nimodipine,03,02,52.0,2115.2
202101,0206020Q0,Nicardipine hydrochloride,01,01,1003.0,11635.25
202101,0206020Q0,Nicardipine hydrochloride,03,01,3.0,17.4
202101,0206020Q0,Nicardipine hydrochloride,03,02,4.0,39.33
202101,0206020Q0,Nicardipine hydrochloride,03,03,97.0,985.45
202101,0206020Q0,Nicardipine hydrochloride,05,05,4.0,38.4
202101,0206020R0,Nifedipine,01,01,30709.0,597464.05
202101,0206020R0,Nifedipine,03,01,258.0,2389.8
202101,0206020R0,Nifedipine,03,02,13440.0,77412.26000000001
202101,0206020R0,Nifedipine,03,03,65984.0,456015.72
202101,0206020R0,Nifedipine,05,05,189.0,11002.12
202101,0206020T0,Verapamil hydrochloride,01,01,30417.0,196840.74
202101,0206020T0,Verapamil hydrochloride,03,01,40.0,455.85
202101,0206020T0,Verapamil hydrochloride,03,02,10184.0,122522.72
202101,0206020T0,Verapamil hydrochloride,03,03,10005.0,112626.51
202101,0206020T0,Verapamil hydrochloride,05,01,2.0,9.11
202101,0206020T0,Verapamil hydrochloride,05,05,98.0,764.16
202101,0206020Z0,Valsartan/amlodipine,03,02,1689.0,60139.04000000001
202101,0206020Z0,Valsartan/amlodipine,03,03,201.0,7122.74
202101,0206030N0,Nicorandil,01,01,100646.0,446444.55
202101,0206030N0,Nicorandil,03,01,8.0,52.43000000000001
202101,0206030N0,Nicorandil,03,03,284.0,2819.59
202101,0206030N0,Nicorandil,05,05,122.0,735.49
202101,0206030Y0,Ivabradine,01,01,41453.0,576620.77
202101,0206030Y0,Ivabradine,03,01,1.0,40.17
202101,0206030Y0,Ivabradine,03,03,317.0,12323.67
202101,0206030Y0,Ivabradine,05,05,10.0,269.29
202101,0206030Z0,Ranolazine,03,02,49376.0,2077237.46
202101,0206030Z0,Ranolazine,03,03,324.0,14676.75
202101,0206040AE,Naftidrofuryl oxalate,01,01,9737.0,76109.52
202101,0206040AE,Naftidrofuryl oxalate,03,01,2.0,32.4
202101,0206040AE,Naftidrofuryl oxalate,03,03,419.0,3357.16
202101,0206040AE,Naftidrofuryl oxalate,05,01,1.0,7.52
202101,0206040AE,Naftidrofuryl oxalate,05,05,25.0,216.2
202101,0206040AG,Pentoxifylline,01,01,1322.0,18273.25
202101,0206040AG,Pentoxifylline,03,03,99.0,1546.33
202101,0206040AH,Rutosides,03,02,575.0,12717.67
202101,0206040AH,Rutosides,03,03,156.0,3133.19
202101,0206040AI,Moxisylyte hydorchloride,03,02,75.0,7543.110000000001
202101,0206040AI,Moxisylyte hydorchloride,03,03,8.0,1114.88
202101,0206040X0,Cilostazol,01,01,1464.0,20382.87
202101,0206040X0,Cilostazol,03,03,22.0,633.4200000000001
202101,0206040X0,Cilostazol,05,05,2.0,12.94
202101,0207020Y0,Midodrine hydrochloride,01,01,11010.0,565342.94
202101,0207020Y0,Midodrine hydrochloride,03,01,1.0,11.56
202101,0207020Y0,Midodrine hydrochloride,03,03,579.0,35683.44
202101,0207030A0,Adrenaline,01,01,4.0,222.22000000000003
202101,0207030A0,Adrenaline,05,01,1.0,14.42
202101,0208010AB,Fondaparinux sodium,01,01,84.0,22028.13
202101,0208010AB,Fondaparinux sodium,03,03,9.0,1776.79
202101,0208010AB,Fondaparinux sodium,05,05,1.0,619.92
202101,0208010D0,Enoxaparin,02,02,3909.0,486697.24
202101,0208010D0,Enoxaparin,03,02,646.0,85962.42
202101,0208010D0,Enoxaparin,03,03,6111.0,779937.28
202101,0208010K0,Heparin sodium,01,01,19.0,1569.86
202101,0208010L0,Dalteparin sodium,03,02,6667.0,815616.1599999999
202101,0208010L0,Dalteparin sodium,03,03,649.0,78758.97
202101,0208010N0,Heparin calcium,01,01,4.0,500.64
202101,0208010P0,Heparin flushes,01,01,506.0,12477.3
202101,0208010P0,Heparin flushes,05,05,112.0,2826.9
202101,0208010W0,Tinzaparin sodium,01,01,1184.0,103426.97
202101,0208010W0,Tinzaparin sodium,03,02,3590.0,643952.88
202101,0208010W0,Tinzaparin sodium,03,03,49.0,8718.76
202101,0208010W0,Tinzaparin sodium,05,05,1.0,199.53
202101,0208020AA,Edoxaban,03,02,138272.0,6798319.5
202101,0208020AA,Edoxaban,03,03,629.0,26888.75
202101,0208020H0,Acenocoumarol,03,02,822.0,4826.89
202101,0208020H0,Acenocoumarol,03,03,666.0,3782.44
202101,0208020I0,Pentosan polysulfate sodium,03,02,47.0,22430.0
202101,0208020I0,Pentosan polysulfate sodium,03,03,47.0,25510.0
202101,0208020N0,Phenindione,01,01,25.0,95358.86
202101,0208020S0,Phenprocoumon,03,02,1.0,96.25
202101,0208020V0,Warfarin sodium,01,01,415789.0,819259.9099999999
202101,0208020V0,Warfarin sodium,05,05,344.0,3014.01
202101,0208020W0,INR blood testing reagents,04,04,2226.0,198240.71
202101,0208020X0,Dabigatran etexilate,03,02,32967.0,1737524.95
202101,0208020X0,Dabigatran etexilate,03,03,467.0,24910.95
202101,0208020Y0,Rivaroxaban,03,02,374353.0,19363950.0
202101,0208020Y0,Rivaroxaban,03,03,710.0,38446.2
202101,0208020Z0,Apixaban,03,02,592527.0,29891232.32
202101,0208020Z0,Apixaban,03,03,858.0,42417.5
202101,0209000A0,Aspirin,01,01,1734161.0,2039729.82
202101,0209000A0,Aspirin,03,03,967.0,1335.65
202101,0209000A0,Aspirin,05,05,856.0,1087.57
202101,0209000C0,Clopidogrel,01,01,855210.0,1382328.15
202101,0209000C0,Clopidogrel,03,01,2.0,66.52
202101,0209000C0,Clopidogrel,03,02,38.0,1700.94
202101,0209000C0,Clopidogrel,03,03,807.0,35240.55
202101,0209000C0,Clopidogrel,05,05,963.0,22971.29
202101,0209000L0,Dipyridamole,01,01,1776.0,23856.46
202101,0209000L0,Dipyridamole,03,02,14775.0,232755.0
202101,0209000L0,Dipyridamole,03,03,119.0,1788.4
202101,0209000L0,Dipyridamole,05,05,19.0,5341.389999999999
202101,0209000U0,Ticlopidine hydrochloride,05,05,2.0,373.24
202101,0209000V0,Dipyridamole and aspirin,03,02,11.0,181.8
202101,0209000V0,Dipyridamole and aspirin,03,03,3.0,50.68
202101,0209000Y0,Prasugrel,01,01,6689.0,46678.52
202101,0209000Y0,Prasugrel,03,03,25.0,1569.48
202101,0209000Y0,Prasugrel,05,05,4.0,135.38
202101,0209000Z0,Ticagrelor,03,02,45659.0,2527522.33
202101,0209000Z0,Ticagrelor,03,03,67.0,4198.35
202101,0211000P0,Tranexamic acid,01,01,38260.0,362066.32
202101,0211000P0,Tranexamic acid,03,03,20.0,380.12
202101,0211000P0,Tranexamic acid,05,05,307.0,10216.4
202101,021200010,Ciprofibrate,01,01,1652.0,226579.21
202101,021200010,Ciprofibrate,05,05,4.0,784.42
202101,0212000A0,Acipimox,03,02,116.0,4043.71
202101,0212000A0,Acipimox,03,03,15.0,648.64
202101,0212000AA,Rosuvastatin calcium,01,01,242230.0,479384.16
202101,0212000AA,Rosuvastatin calcium,03,01,2.0,36.06
202101,0212000AA,Rosuvastatin calcium,03,03,3123.0,83131.8
202101,0212000AA,Rosuvastatin calcium,05,05,141.0,3307.8
202101,0212000AB,Omega-3-acid ethyl esters,01,01,2590.0,85633.34
202101,0212000AB,Omega-3-acid ethyl esters,03,03,4440.0,154280.68
202101,0212000AC,Simvastatin and ezetimibe,03,02,986.0,47921.95
202101,0212000AC,Simvastatin and ezetimibe,03,03,94.0,3922.02
202101,0212000AD,Colesevelam hydrochloride,03,02,11758.0,1015217.74
202101,0212000AD,Colesevelam hydrochloride,03,03,979.0,91979.68
202101,0212000AG,Policosanol,03,02,1.0,27.9
202101,0212000AH,Evolocumab,03,02,2.0,340.2
202101,0212000AH,Evolocumab,03,03,4.0,3061.8
202101,0212000AI,Alirocumab,03,02,2.0,2016.0
202101,0212000AI,Alirocumab,03,03,3.0,1344.0
202101,0212000AJ,Fenofibrate/simvastatin,03,02,1.0,7.77
202101,0212000AK,Bempedoic acid,03,02,1.0,55.44
202101,0212000AL,Bempedoic acid/Ezetimibe,03,02,3.0,166.32
202101,0212000AL,Bempedoic acid/Ezetimibe,03,03,2.0,110.88
202101,0212000B0,Atorvastatin,01,01,4160882.0,6907311.359999999
202101,0212000B0,Atorvastatin,03,01,16.0,313.29
202101,0212000B0,Atorvastatin,03,02,1525.0,41101.84
202101,0212000B0,Atorvastatin,03,03,9155.0,244032.0
202101,0212000B0,Atorvastatin,05,05,2440.0,67874.98
202101,0212000D0,Bezafibrate,01,01,3242.0,17029.78
202101,0212000D0,Bezafibrate,03,02,24967.0,204680.72
202101,0212000D0,Bezafibrate,03,03,2312.0,19163.29
202101,0212000D0,Bezafibrate,05,05,1.0,2.42
202101,0212000F0,Colestyramine,01,01,4472.0,196120.17
202101,0212000F0,Colestyramine,03,01,8.0,162.14
202101,0212000F0,Colestyramine,03,02,3409.0,46272.68
202101,0212000F0,Colestyramine,03,03,2546.0,53876.47
202101,0212000F0,Colestyramine,05,05,16.0,537.3199999999999
202101,0212000K0,Colestipol hydrochloride,02,02,460.0,12946.94
202101,0212000K0,Colestipol hydrochloride,03,02,141.0,3740.42
202101,0212000K0,Colestipol hydrochloride,03,03,250.0,7355.38
202101,0212000L0,Ezetimibe,01,01,162774.0,465238.75
202101,0212000L0,Ezetimibe,03,03,930.0,30531.18
202101,0212000L0,Ezetimibe,05,05,107.0,3174.95
202101,0212000M0,Fluvastatin sodium,01,01,8394.0,61946.05
202101,0212000M0,Fluvastatin sodium,03,03,53.0,1249.1
202101,0212000M0,Fluvastatin sodium,05,05,7.0,51.5
202101,0212000P0,Fenofibrate,01,01,44411.0,233500.89
202101,0212000P0,Fenofibrate,03,01,22.0,369.11
202101,0212000P0,Fenofibrate,03,02,2.0,8.5
202101,0212000P0,Fenofibrate,03,03,1549.0,18711.14
202101,0212000P0,Fenofibrate,05,01,19.0,106.49
202101,0212000P0,Fenofibrate,05,05,101.0,900.88
202101,0212000Q0,Gemfibrozil,01,01,621.0,23283.35
202101,0212000Q0,Gemfibrozil,03,03,31.0,921.66
202101,0212000X0,Pravastatin sodium,01,01,198636.0,337308.46
202101,0212000X0,Pravastatin sodium,05,05,195.0,1489.1799999999998
202101,0212000Y0,Simvastatin,01,01,1528059.0,2174992.26
202101,0212000Y0,Simvastatin,03,03,4597.0,19592.84
202101,0212000Y0,Simvastatin,05,05,817.0,8684.09
202101,0301011AB,Beclometdiprop/formoterol/glycopyrronium,03,02,9.0,400.5
202101,0301011AB,Beclometdiprop/formoterol/glycopyrronium,03,03,109220.0,5328385.5
202101,0301011B0,Bambuterol hydrochloride,03,02,244.0,8453.880000000001
202101,0301011B0,Bambuterol hydrochloride,03,03,7.0,326.42
202101,0301011E0,Formoterol fumarate,03,02,2900.0,93229.67
202101,0301011E0,Formoterol fumarate,03,03,5455.0,162127.94
202101,0301011R0,Salbutamol,01,01,1043563.0,2407111.4
202101,0301011R0,Salbutamol,03,01,406.0,810.15
202101,0301011R0,Salbutamol,03,02,64928.0,469697.01
202101,0301011R0,Salbutamol,03,03,619311.0,1585693.67
202101,0301011R0,Salbutamol,05,01,5.0,19.16
202101,0301011R0,Salbutamol,05,05,164.0,2481.2200000000003
202101,0301011U0,Salmeterol,02,02,9713.0,343044.24
202101,0301011U0,Salmeterol,03,02,4067.0,169591.19
202101,0301011U0,Salmeterol,03,03,7527.0,269603.52
202101,0301011V0,Terbutaline sulphate,01,01,214.0,4437.32
202101,0301011V0,Terbutaline sulphate,03,02,24328.0,259844.21
202101,0301011V0,Terbutaline sulphate,03,03,12449.0,134615.19999999998
202101,0301011V0,Terbutaline sulphate,05,05,2.0,206.88
202101,0301011X0,Indacaterol maleate,03,02,619.0,24013.74
202101,0301011X0,Indacaterol maleate,03,03,566.0,21181.02
202101,0301011Z0,Olodaterol,03,02,50.0,1554.65
202101,0301011Z0,Olodaterol,03,03,158.0,4663.95
202101,0301012F0,Ephedrine hydrochloride,01,01,235.0,58084.41
202101,0301020I0,Ipratropium bromide,01,01,20201.0,184549.11
202101,0301020I0,Ipratropium bromide,03,01,14.0,105.64
202101,0301020I0,Ipratropium bromide,03,02,1.0,8.42
202101,0301020I0,Ipratropium bromide,03,03,4274.0,47615.81
202101,0301020I0,Ipratropium bromide,05,05,21.0,416.09
202101,0301020Q0,Tiotropium bromide,03,02,66102.0,2282633.3
202101,0301020Q0,Tiotropium bromide,03,03,197200.0,5831970.16
202101,0301020R0,Aclidinium bromide,03,02,3310.0,121387.5
202101,0301020R0,Aclidinium bromide,03,03,15044.0,550452.5
202101,0301020S0,Glycopyrronium bromide,03,02,3325.0,107580.0
202101,0301020S0,Glycopyrronium bromide,03,03,23559.0,746965.59
202101,0301020T0,Umeclidinium bromide,03,02,2502.0,79310.0
202101,0301020T0,Umeclidinium bromide,03,03,40838.0,1276027.5
202101,0301030B0,Aminophylline,01,01,3.0,187.0
202101,0301030B0,Aminophylline,05,01,2.0,10.28
202101,0301030C0,Aminophylline hydrate,03,02,2976.0,7315.32
202101,0301030C0,Aminophylline hydrate,03,03,16909.0,45597.62
